Time  1 - default sample rate [s]	Rods pressure [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
248.40	1.148	-526.03	1035.5	-476.82	1152.3	-268.39	-414.12	-398.94	971.45	1162.9	-176.44	-12.37	43.00	-180.80	77.09	113.48	
248.50	1.148	-526.02	1035.5	-476.80	1152.3	-268.43	-414.07	-398.85	971.48	1162.9	-176.46	-12.35	42.99	-180.80	77.10	113.47	
248.60	1.147	-526.01	1035.6	-476.80	1152.3	-268.47	-414.06	-398.78	971.53	1162.9	-176.46	-12.42	42.99	-180.81	77.19	113.43	
248.70	1.149	-526.04	1035.6	-476.78	1152.2	-268.40	-414.07	-398.78	971.54	1162.9	-176.46	-12.48	42.96	-180.82	77.22	113.41	
248.80	1.150	-526.07	1035.6	-476.77	1152.2	-268.32	-414.03	-398.79	971.49	1162.8	-176.42	-12.49	42.91	-180.80	77.14	113.45	
248.90	1.149	-526.07	1035.6	-476.78	1152.2	-268.35	-414.00	-398.83	971.44	1162.8	-176.41	-12.49	42.91	-180.83	77.07	113.48	
249.00	1.149	-526.08	1035.6	-476.81	1152.2	-268.42	-414.00	-398.86	971.40	1162.8	-176.41	-12.43	42.95	-180.89	77.04	113.48	
249.10	1.150	-526.08	1035.6	-476.88	1152.2	-268.47	-414.06	-398.87	971.35	1162.8	-176.38	-12.40	43.01	-180.87	77.06	113.48	
249.20	1.149	-526.04	1035.6	-476.90	1152.2	-268.48	-414.09	-398.79	971.38	1162.8	-176.38	-12.47	43.05	-180.80	77.08	113.48	
249.30	1.149	-526.01	1035.5	-476.88	1152.2	-268.47	-414.13	-398.72	971.43	1162.8	-176.40	-12.49	43.06	-180.76	77.09	113.49	
249.40	1.148	-526.02	1035.5	-476.85	1152.2	-268.45	-414.14	-398.74	971.47	1162.8	-176.40	-12.46	43.06	-180.78	77.10	113.51	
249.50	1.148	-526.05	1035.6	-476.83	1152.2	-268.39	-414.11	-398.80	971.46	1162.7	-176.35	-12.45	43.09	-180.77	77.10	113.50	
249.60	1.149	-526.02	1035.6	-476.83	1152.3	-268.38	-414.10	-398.79	971.43	1162.7	-176.30	-12.43	43.13	-180.78	77.12	113.47	
249.70	1.148	-526.00	1035.6	-476.83	1152.3	-268.41	-414.09	-398.77	971.43	1162.8	-176.33	-12.41	43.12	-180.76	77.11	113.47	
249.80	1.148	-526.06	1035.6	-476.81	1152.4	-268.54	-414.06	-398.76	971.44	1162.8	-176.36	-12.33	43.12	-180.73	77.08	113.50	
249.90	1.150	-526.03	1035.6	-476.77	1152.3	-268.57	-414.02	-398.77	971.45	1162.8	-176.38	-12.30	43.11	-180.75	77.05	113.50	
250.00	1.149	-525.95	1035.6	-476.71	1152.3	-268.51	-413.99	-398.77	971.50	1162.9	-176.36	-12.31	43.05	-180.76	77.05	113.48	
250.10	1.149	-525.94	1035.6	-476.68	1152.4	-268.46	-413.99	-398.75	971.52	1163.0	-176.39	-12.32	43.05	-180.75	77.05	113.49	
250.20	1.149	-525.90	1035.6	-476.69	1152.4	-268.42	-414.02	-398.78	971.53	1163.0	-176.47	-12.37	43.08	-180.76	77.07	113.50	
250.30	1.148	-525.88	1035.6	-476.73	1152.3	-268.41	-414.06	-398.84	971.47	1162.9	-176.49	-12.45	43.12	-180.78	77.11	113.49	
250.40	1.148	-525.94	1035.6	-476.75	1152.3	-268.42	-414.11	-398.92	971.38	1162.8	-176.43	-12.48	43.10	-180.76	77.11	113.51	
250.50	1.148	-525.99	1035.6	-476.78	1152.2	-268.43	-414.10	-398.92	971.35	1162.8	-176.44	-12.45	43.07	-180.74	77.09	113.51	
250.60	1.148	-526.07	1035.5	-476.83	1152.2	-268.44	-414.07	-398.89	971.37	1162.7	-176.50	-12.38	43.09	-180.70	77.12	113.49	
250.70	1.149	-526.07	1035.5	-476.81	1152.2	-268.42	-414.03	-398.83	971.43	1162.7	-176.50	-12.31	43.11	-180.68	77.15	113.47	
250.80	1.149	-526.03	1035.5	-476.73	1152.2	-268.40	-413.98	-398.77	971.45	1162.7	-176.47	-12.34	43.06	-180.73	77.11	113.47	
250.90	1.148	-526.03	1035.5	-476.71	1152.2	-268.42	-414.00	-398.77	971.45	1162.7	-176.45	-12.42	43.00	-180.76	77.09	113.49	
251.00	1.148	-526.05	1035.6	-476.75	1152.3	-268.40	-414.10	-398.78	971.47	1162.8	-176.45	-12.51	43.01	-180.79	77.09	113.51	
251.10	1.149	-526.02	1035.6	-476.80	1152.3	-268.38	-414.12	-398.73	971.48	1162.9	-176.42	-12.51	43.04	-180.82	77.10	113.50	
251.20	1.149	-526.00	1035.6	-476.81	1152.3	-268.43	-414.08	-398.74	971.46	1162.9	-176.42	-12.44	43.05	-180.81	77.09	113.49	
251.30	1.148	-525.97	1035.6	-476.77	1152.3	-268.48	-414.12	-398.81	971.42	1162.9	-176.44	-12.40	43.03	-180.76	77.08	113.50	
251.40	1.147	-525.88	1035.7	-476.72	1152.3	-268.52	-414.12	-398.87	971.37	1162.7	-176.48	-12.39	42.97	-180.74	77.07	113.49	
251.50	1.148	-525.88	1035.6	-476.74	1152.3	-268.50	-414.07	-398.92	971.36	1162.7	-176.49	-12.42	42.93	-180.77	77.05	113.48	
251.60	1.148	-525.91	1035.7	-476.78	1152.2	-268.48	-414.05	-398.92	971.40	1162.7	-176.53	-12.49	42.93	-180.81	77.02	113.49	
251.70	1.148	-525.93	1035.7	-476.80	1152.2	-268.45	-414.02	-398.91	971.44	1162.7	-176.55	-12.51	42.96	-180.82	77.05	113.49	
251.80	1.148	-525.95	1035.7	-476.75	1152.2	-268.43	-414.01	-398.85	971.49	1162.8	-176.50	-12.45	43.04	-180.80	77.09	113.47	
251.90	1.150	-525.99	1035.7	-476.71	1152.2	-268.42	-414.00	-398.71	971.58	1162.9	-176.44	-12.44	43.08	-180.80	77.08	113.47	
252.00	1.149	-525.98	1035.7	-476.64	1152.2	-268.38	-413.99	-398.67	971.62	1162.9	-176.42	-12.47	43.06	-180.77	77.08	113.45	
252.10	1.149	-525.93	1035.7	-476.65	1152.2	-268.36	-414.00	-398.67	971.62	1162.9	-176.42	-12.42	43.04	-180.75	77.09	113.44	
252.20	1.150	-525.89	1035.6	-476.74	1152.2	-268.40	-414.03	-398.67	971.57	1162.8	-176.41	-12.35	43.00	-180.78	77.06	113.45	
252.30	1.149	-525.90	1035.6	-476.83	1152.3	-268.42	-414.09	-398.73	971.44	1162.9	-176.38	-12.40	43.00	-180.83	77.03	113.46	
252.40	1.149	-525.90	1035.7	-476.87	1152.3	-268.41	-414.13	-398.82	971.32	1162.8	-176.38	-12.43	43.03	-180.76	77.01	113.46	
252.50	1.148	-525.86	1035.7	-476.85	1152.3	-268.41	-414.07	-398.88	971.31	1162.8	-176.36	-12.41	43.05	-180.72	77.00	113.45	
252.60	1.147	-525.84	1035.7	-476.83	1152.3	-268.48	-414.03	-398.86	971.34	1162.8	-176.36	-12.35	43.04	-180.77	77.00	113.45	
252.70	1.148	-525.92	1035.6	-476.82	1152.2	-268.55	-414.05	-398.81	971.43	1162.8	-176.36	-12.32	43.02	-180.82	77.03	113.46	
252.80	1.148	-525.99	1035.6	-476.84	1152.1	-268.53	-414.05	-398.81	971.47	1162.7	-176.33	-12.35	43.02	-180.83	77.04	113.46	
252.90	1.148	-526.03	1035.6	-476.84	1152.1	-268.51	-414.03	-398.81	971.46	1162.8	-176.35	-12.37	43.03	-180.81	77.03	113.46	
253.00	1.149	-526.08	1035.5	-476.80	1152.1	-268.50	-414.02	-398.82	971.43	1162.9	-176.40	-12.37	43.00	-180.80	77.04	113.45	
253.10	1.149	-526.05	1035.5	-476.82	1152.2	-268.43	-414.02	-398.83	971.38	1163.0	-176.41	-12.38	43.00	-180.82	77.08	113.45	
253.20	1.148	-526.01	1035.5	-476.82	1152.2	-268.40	-414.03	-398.83	971.38	1163.0	-176.35	-12.39	42.99	-180.79	77.09	113.49	
253.30	1.148	-526.02	1035.5	-476.80	1152.2	-268.35	-414.05	-398.82	971.43	1162.9	-176.34	-12.37	43.00	-180.76	77.10	113.50	
253.40	1.148	-526.06	1035.5	-476.84	1152.2	-268.34	-414.11	-398.85	971.54	1162.9	-176.37	-12.33	43.05	-180.74	77.14	113.45	
253.50	1.148	-526.06	1035.5	-476.85	1152.2	-268.40	-414.13	-398.89	971.62	1162.9	-176.38	-12.32	43.07	-180.71	77.10	113.43	
253.60	1.148	-525.97	1035.6	-476.76	1152.3	-268.40	-414.10	-398.87	971.61	1162.9	-176.38	-12.36	43.08	-180.73	77.02	113.44	
253.70	1.148	-525.92	1035.6	-476.71	1152.4	-268.39	-414.08	-398.84	971.57	1163.0	-176.35	-12.36	43.07	-180.76	77.01	113.42	
253.80	1.148	-525.95	1035.5	-476.72	1152.3	-268.45	-414.08	-398.88	971.49	1162.9	-176.29	-12.31	43.07	-180.80	77.02	113.38	
253.90	1.150	-526.02	1035.4	-476.77	1152.2	-268.47	-414.12	-398.91	971.45	1162.9	-176.33	-12.32	43.10	-180.80	77.03	113.39	
254.00	1.149	-526.07	1035.4	-476.81	1152.1	-268.42	-414.15	-398.85	971.47	1162.9	-176.46	-12.37	43.09	-180.76	77.09	113.39	
254.10	1.149	-526.10	1035.5	-476.84	1152.1	-268.43	-414.15	-398.79	971.46	1162.8	-176.54	-12.38	43.05	-180.75	77.14	113.36	
254.20	1.150	-526.11	1035.6	-476.86	1152.2	-268.43	-414.09	-398.81	971.40	1162.8	-176.53	-12.37	43.02	-180.77	77.11	113.38	
254.30	1.150	-526.08	1035.6	-476.85	1152.3	-268.44	-414.05	-398.87	971.40	1162.8	-176.39	-12.35	43.01	-180.76	77.07	113.42	
254.40	1.149	-526.08	1035.6	-476.84	1152.2	-268.45	-414.09	-398.91	971.42	1162.7	-176.26	-12.35	43.04	-180.70	77.04	113.45	
254.50	1.148	-526.07	1035.6	-476.85	1152.2	-268.47	-414.10	-398.91	971.44	1162.7	-176.24	-12.37	43.07	-180.69	77.03	113.45	
254.60	1.148	-526.02	1035.5	-476.83	1152.2	-268.50	-414.06	-398.90	971.49	1162.8	-176.29	-12.42	43.10	-180.71	77.03	113.45	
254.70	1.148	-526.00	1035.5	-476.80	1152.3	-268.54	-414.06	-398.87	971.50	1162.8	-176.40	-12.43	43.05	-180.74	77.00	113.45	
254.80	1.148	-525.99	1035.5	-476.76	1152.3	-268.54	-414.09	-398.84	971.46	1162.8	-176.46	-12.43	43.00	-180.77	77.01	113.43	
254.90	1.147	-525.96	1035.6	-476.72	1152.3	-268.50	-414.10	-398.85	971.41	1162.8	-176.47	-12.43	43.01	-180.81	77.01	113.42	
255.00	1.149	-525.92	1035.6	-476.71	1152.2	-268.46	-414.11	-398.88	971.42	1162.8	-176.45	-12.39	43.04	-180.85	76.98	113.43	
255.10	1.150	-525.94	1035.6	-476.76	1152.3	-268.49	-414.16	-398.91	971.44	1162.8	-176.42	-12.32	43.09	-180.85	76.96	113.46	
255.20	1.149	-526.04	1035.6	-476.74	1152.3	-268.46	-414.11	-398.87	971.44	1162.8	-176.43	-12.30	43.08	-180.82	77.00	113.46	
255.30	1.149	-526.07	1035.6	-476.71	1152.4	-268.45	-414.10	-398.82	971.44	1162.8	-176.41	-12.34	43.07	-180.78	77.02	113.46	
255.40	1.150	-526.03	1035.6	-476.75	1152.4	-268.49	-414.15	-398.80	971.43	1162.9	-176.40	-12.39	43.09	-180.73	77.01	113.45	
255.50	1.149	-525.98	1035.5	-476.85	1152.3	-268.52	-414.20	-398.79	971.43	1162.8	-176.46	-12.43	43.13	-180.72	77.01	113.44	
255.60	1.149	-526.00	1035.5	-476.89	1152.2	-268.52	-414.19	-398.83	971.43	1162.8	-176.42	-12.40	43.14	-180.75	77.00	113.42	
255.70	1.147	-526.00	1035.5	-476.85	1152.3	-268.51	-414.14	-398.88	971.44	1162.8	-176.40	-12.37	43.13	-180.78	77.00	113.42	
255.80	1.148	-525.94	1035.6	-476.79	1152.3	-268.46	-414.09	-398.84	971.44	1162.8	-176.44	-12.34	43.09	-180.82	77.00	113.43	
255.90	1.149	-525.92	1035.6	-476.75	1152.3	-268.44	-414.07	-398.81	971.42	1162.8	-176.45	-12.35	43.02	-180.82	77.05	113.45	
256.00	1.148	-526.03	1035.5	-476.78	1152.3	-268.47	-414.13	-398.86	971.36	1162.8	-176.45	-12.39	42.99	-180.79	77.08	113.45	
256.10	1.148	-526.07	1035.5	-476.83	1152.3	-268.49	-414.18	-398.86	971.33	1162.8	-176.44	-12.36	43.00	-180.77	77.06	113.44	
256.20	1.150	-526.04	1035.5	-476.88	1152.3	-268.52	-414.14	-398.82	971.34	1162.8	-176.38	-12.34	43.03	-180.72	77.05	113.45	
256.30	1.149	-525.99	1035.5	-476.91	1152.3	-268.52	-414.13	-398.81	971.36	1162.8	-176.33	-12.38	43.01	-180.74	77.05	113.45	
256.40	1.149	-526.00	1035.5	-476.89	1152.2	-268.53	-414.15	-398.88	971.42	1162.8	-176.34	-12.43	42.98	-180.79	77.01	113.49	
256.50	1.149	-526.02	1035.5	-476.83	1152.2	-268.49	-414.13	-398.90	971.44	1162.8	-176.32	-12.46	42.95	-180.77	76.95	113.52	
256.60	1.148	-526.04	1035.6	-476.77	1152.3	-268.46	-414.09	-398.91	971.48	1162.9	-176.34	-12.45	42.92	-180.73	76.88	113.53	
256.70	1.148	-526.03	1035.6	-476.74	1152.2	-268.48	-414.10	-398.94	971.52	1162.9	-176.37	-12.40	42.99	-180.71	76.87	113.53	
256.80	1.148	-526.02	1035.6	-476.77	1152.1	-268.52	-414.15	-398.96	971.50	1162.8	-176.36	-12.36	43.06	-180.73	76.90	113.56	
256.90	1.148	-526.04	1035.6	-476.81	1152.1	-268.52	-414.15	-398.95	971.46	1162.8	-176.35	-12.37	43.06	-180.78	76.92	113.57	
257.00	1.149	-526.02	1035.6	-476.87	1152.1	-268.48	-414.10	-398.89	971.43	1162.8	-176.35	-12.43	43.00	-180.86	76.95	113.55	
257.10	1.149	-525.98	1035.6	-476.84	1152.2	-268.42	-414.05	-398.86	971.44	1162.9	-176.35	-12.47	42.96	-180.88	76.95	113.52	
257.20	1.149	-525.96	1035.5	-476.74	1152.2	-268.39	-414.09	-398.81	971.46	1162.8	-176.42	-12.44	42.97	-180.83	76.96	113.53	
257.30	1.149	-525.97	1035.5	-476.75	1152.2	-268.38	-414.11	-398.79	971.43	1162.8	-176.47	-12.45	42.98	-180.82	76.95	113.54	
257.40	1.150	-526.01	1035.5	-476.86	1152.2	-268.44	-414.10	-398.79	971.39	1162.7	-176.44	-12.49	42.98	-180.85	76.94	113.53	
257.50	1.149	-526.04	1035.5	-476.92	1152.1	-268.50	-414.07	-398.79	971.38	1162.7	-176.39	-12.46	42.99	-180.85	76.94	113.50	
257.60	1.148	-526.04	1035.5	-476.95	1152.1	-268.51	-414.05	-398.79	971.33	1162.9	-176.38	-12.43	43.03	-180.83	76.94	113.51	
257.70	1.147	-526.04	1035.6	-476.97	1152.2	-268.51	-414.09	-398.78	971.34	1162.9	-176.38	-12.41	43.06	-180.81	76.95	113.53	
257.80	1.148	-526.07	1035.6	-476.93	1152.1	-268.53	-414.15	-398.80	971.35	1162.9	-176.43	-12.37	43.07	-180.82	76.95	113.53	
257.90	1.148	-526.08	1035.6	-476.84	1152.2	-268.54	-414.12	-398.87	971.36	1162.8	-176.51	-12.34	43.04	-180.83	76.95	113.50	
258.00	1.148	-526.02	1035.6	-476.80	1152.2	-268.55	-414.13	-398.87	971.42	1162.7	-176.51	-12.33	43.03	-180.79	76.96	113.49	
258.10	1.148	-525.98	1035.6	-476.80	1152.2	-268.54	-414.16	-398.84	971.41	1162.7	-176.49	-12.32	43.02	-180.78	76.96	113.49	
258.20	1.150	-525.98	1035.5	-476.80	1152.2	-268.52	-414.10	-398.88	971.38	1162.7	-176.49	-12.38	42.98	-180.77	76.95	113.51	
258.30	1.150	-525.97	1035.5	-476.80	1152.2	-268.48	-414.01	-398.92	971.40	1162.8	-176.55	-12.46	43.00	-180.76	76.94	113.52	
258.40	1.149	-525.94	1035.5	-476.85	1152.2	-268.45	-413.99	-398.89	971.42	1162.8	-176.55	-12.49	43.05	-180.78	76.93	113.51	
258.50	1.150	-525.90	1035.5	-476.89	1152.2	-268.49	-414.05	-398.88	971.39	1162.9	-176.49	-12.50	43.06	-180.77	76.94	113.50	
258.60	1.150	-525.91	1035.6	-476.87	1152.3	-268.53	-414.13	-398.86	971.38	1162.8	-176.46	-12.41	43.05	-180.75	76.95	113.51	
258.70	1.149	-525.98	1035.6	-476.85	1152.2	-268.53	-414.16	-398.86	971.41	1162.8	-176.42	-12.33	43.08	-180.69	76.94	113.51	
258.80	1.148	-526.07	1035.6	-476.82	1152.1	-268.50	-414.16	-398.93	971.43	1162.8	-176.43	-12.36	43.06	-180.71	76.91	113.51	
258.90	1.147	-526.12	1035.6	-476.81	1152.1	-268.48	-414.19	-398.93	971.42	1162.8	-176.45	-12.39	43.03	-180.78	76.89	113.51	
259.00	1.148	-526.09	1035.5	-476.83	1152.1	-268.50	-414.20	-398.86	971.39	1162.8	-176.47	-12.42	43.02	-180.86	76.89	113.49	
259.10	1.149	-526.06	1035.5	-476.82	1152.2	-268.51	-414.14	-398.86	971.37	1162.9	-176.42	-12.44	43.01	-180.89	76.92	113.48	
259.20	1.148	-526.13	1035.6	-476.83	1152.2	-268.52	-414.08	-398.90	971.35	1162.8	-176.37	-12.43	43.02	-180.84	76.94	113.49	
259.30	1.149	-526.09	1035.6	-476.84	1152.3	-268.54	-414.05	-398.89	971.39	1162.8	-176.34	-12.38	43.07	-180.81	76.93	113.49	
259.40	1.150	-525.98	1035.6	-476.83	1152.3	-268.51	-414.07	-398.81	971.45	1162.8	-176.28	-12.30	43.07	-180.85	76.93	113.49	
259.50	1.149	-526.00	1035.6	-476.87	1152.3	-268.50	-414.18	-398.79	971.48	1162.8	-176.32	-12.32	43.05	-180.88	76.92	113.51	
259.60	1.149	-526.03	1035.5	-476.93	1152.2	-268.53	-414.21	-398.78	971.51	1162.9	-176.35	-12.38	43.04	-180.86	76.91	113.53	
259.70	1.148	-526.03	1035.5	-476.95	1152.1	-268.52	-414.20	-398.80	971.53	1162.9	-176.31	-12.41	43.03	-180.82	76.91	113.52	
259.80	1.148	-525.97	1035.6	-476.89	1152.1	-268.47	-414.17	-398.85	971.51	1162.8	-176.29	-12.43	43.00	-180.78	76.92	113.52	
259.90	1.148	-525.94	1035.6	-476.85	1152.2	-268.46	-414.11	-398.90	971.47	1162.7	-176.32	-12.40	42.97	-180.77	76.90	113.53	
260.00	1.147	-525.96	1035.5	-476.88	1152.2	-268.51	-414.10	-398.86	971.42	1162.8	-176.37	-12.38	42.93	-180.85	76.90	113.52	
260.10	1.147	-525.92	1035.5	-476.88	1152.2	-268.52	-414.11	-398.79	971.39	1162.8	-176.40	-12.41	42.93	-180.92	76.91	113.51	
260.20	1.148	-525.89	1035.5	-476.89	1152.2	-268.49	-414.12	-398.73	971.42	1162.8	-176.45	-12.49	42.97	-180.93	76.92	113.50	
260.30	1.148	-525.90	1035.5	-476.90	1152.2	-268.43	-414.10	-398.76	971.46	1162.8	-176.49	-12.53	42.97	-180.86	76.93	113.50	
260.40	1.148	-525.95	1035.5	-476.88	1152.2	-268.37	-414.11	-398.81	971.46	1162.8	-176.49	-12.51	42.93	-180.82	76.94	113.51	
260.50	1.149	-525.94	1035.5	-476.83	1152.2	-268.40	-414.14	-398.83	971.47	1162.8	-176.48	-12.48	42.92	-180.81	76.94	113.52	
260.60	1.149	-525.96	1035.5	-476.80	1152.2	-268.48	-414.16	-398.83	971.49	1162.8	-176.48	-12.46	42.92	-180.79	76.92	113.51	
260.70	1.148	-525.97	1035.6	-476.81	1152.2	-268.52	-414.11	-398.77	971.50	1162.8	-176.48	-12.46	42.95	-180.81	76.89	113.51	
260.80	1.148	-525.99	1035.6	-476.83	1152.2	-268.54	-414.09	-398.78	971.44	1162.7	-176.47	-12.44	42.99	-180.87	76.89	113.53	
260.90	1.148	-526.03	1035.5	-476.85	1152.2	-268.52	-414.15	-398.81	971.38	1162.7	-176.47	-12.43	43.00	-180.88	76.90	113.53	
261.00	1.148	-526.05	1035.5	-476.85	1152.1	-268.53	-414.20	-398.80	971.34	1162.7	-176.47	-12.42	43.04	-180.82	76.91	113.52	
261.10	1.148	-526.03	1035.5	-476.82	1152.2	-268.52	-414.14	-398.80	971.39	1162.8	-176.40	-12.36	43.09	-180.79	76.92	113.51	
261.20	1.147	-526.05	1035.5	-476.87	1152.2	-268.50	-414.11	-398.85	971.40	1162.8	-176.37	-12.32	43.12	-180.77	76.93	113.51	
261.30	1.148	-526.07	1035.5	-476.94	1152.2	-268.49	-414.10	-398.88	971.35	1162.8	-176.38	-12.32	43.09	-180.75	76.93	113.52	
261.40	1.149	-526.06	1035.5	-476.98	1152.2	-268.50	-414.12	-398.87	971.32	1162.8	-176.38	-12.33	43.07	-180.76	76.91	113.52	
261.50	1.148	-526.03	1035.5	-476.93	1152.2	-268.51	-414.20	-398.85	971.35	1162.8	-176.35	-12.34	43.08	-180.74	76.90	113.50	
261.60	1.148	-525.95	1035.6	-476.81	1152.2	-268.48	-414.18	-398.83	971.37	1162.8	-176.34	-12.40	43.05	-180.70	76.91	113.50	
261.70	1.149	-525.92	1035.6	-476.79	1152.2	-268.46	-414.13	-398.84	971.39	1162.8	-176.31	-12.43	43.03	-180.70	76.91	113.51	
261.80	1.149	-525.97	1035.5	-476.84	1152.2	-268.44	-414.14	-398.88	971.38	1162.8	-176.28	-12.42	43.01	-180.73	76.91	113.50	
261.90	1.149	-526.02	1035.5	-476.88	1152.2	-268.43	-414.12	-398.90	971.39	1162.8	-176.28	-12.40	42.97	-180.79	76.91	113.49	
262.00	1.147	-526.02	1035.5	-476.90	1152.2	-268.42	-414.09	-398.89	971.44	1162.8	-176.36	-12.39	42.93	-180.87	76.89	113.48	
262.10	1.147	-526.03	1035.5	-476.93	1152.2	-268.41	-414.12	-398.88	971.42	1162.8	-176.42	-12.41	42.95	-180.91	76.88	113.48	
262.20	1.149	-526.06	1035.6	-476.92	1152.2	-268.40	-414.18	-398.86	971.37	1162.9	-176.48	-12.45	43.00	-180.85	76.91	113.48	
262.30	1.149	-526.00	1035.6	-476.85	1152.3	-268.44	-414.19	-398.91	971.35	1163.0	-176.49	-12.44	43.04	-180.76	76.94	113.47	
262.40	1.148	-525.93	1035.6	-476.81	1152.3	-268.48	-414.16	-398.89	971.40	1162.9	-176.39	-12.42	43.09	-180.69	76.93	113.49	
262.50	1.150	-525.93	1035.6	-476.82	1152.3	-268.52	-414.12	-398.81	971.45	1162.9	-176.34	-12.38	43.12	-180.68	76.92	113.50	
262.60	1.149	-525.94	1035.6	-476.84	1152.2	-268.50	-414.12	-398.74	971.44	1162.8	-176.34	-12.40	43.08	-180.76	76.92	113.51	
262.70	1.148	-525.99	1035.6	-476.87	1152.2	-268.52	-414.20	-398.78	971.39	1162.8	-176.36	-12.42	43.05	-180.80	76.93	113.50	
262.80	1.149	-526.01	1035.6	-476.86	1152.1	-268.56	-414.26	-398.85	971.43	1162.8	-176.36	-12.41	43.08	-180.78	76.94	113.47	
262.90	1.149	-526.04	1035.6	-476.86	1152.1	-268.51	-414.20	-398.84	971.47	1162.8	-176.37	-12.41	43.07	-180.76	76.93	113.45	
263.00	1.148	-526.09	1035.6	-476.85	1152.2	-268.45	-414.11	-398.79	971.48	1162.8	-176.38	-12.33	43.06	-180.74	76.91	113.43	
263.10	1.148	-526.08	1035.6	-476.79	1152.2	-268.47	-414.07	-398.78	971.48	1162.9	-176.38	-12.29	43.07	-180.73	76.91	113.44	
263.20	1.147	-526.07	1035.6	-476.79	1152.2	-268.44	-414.09	-398.81	971.42	1162.9	-176.39	-12.37	43.04	-180.75	76.94	113.44	
263.30	1.149	-526.09	1035.6	-476.82	1152.3	-268.44	-414.11	-398.78	971.39	1162.9	-176.42	-12.47	43.04	-180.75	76.94	113.43	
263.40	1.149	-526.07	1035.6	-476.86	1152.3	-268.50	-414.13	-398.78	971.34	1162.9	-176.48	-12.51	43.03	-180.73	76.92	113.45	
263.50	1.149	-526.05	1035.6	-476.91	1152.3	-268.53	-414.15	-398.87	971.35	1162.9	-176.45	-12.49	43.01	-180.69	76.92	113.47	
263.60	1.149	-526.09	1035.6	-476.88	1152.2	-268.56	-414.14	-398.93	971.39	1162.9	-176.45	-12.47	43.03	-180.67	76.94	113.46	
263.70	1.151	-526.13	1035.5	-476.83	1152.2	-268.58	-414.12	-398.91	971.42	1162.9	-176.47	-12.50	43.06	-180.70	76.95	113.46	
263.80	1.150	-526.12	1035.5	-476.81	1152.2	-268.51	-414.06	-398.86	971.42	1162.9	-176.45	-12.52	43.09	-180.78	76.95	113.48	
263.90	1.149	-526.09	1035.5	-476.87	1152.2	-268.46	-414.01	-398.86	971.40	1162.9	-176.38	-12.48	43.12	-180.82	76.94	113.48	
264.00	1.147	-526.11	1035.5	-476.93	1152.2	-268.46	-414.06	-398.89	971.38	1162.9	-176.31	-12.43	43.15	-180.79	76.91	113.46	
264.10	1.148	-526.11	1035.5	-476.91	1152.2	-268.41	-414.14	-398.87	971.38	1162.8	-176.28	-12.42	43.13	-180.76	76.89	113.45	
264.20	1.149	-526.05	1035.5	-476.85	1152.1	-268.37	-414.14	-398.83	971.41	1162.8	-176.25	-12.43	43.07	-180.77	76.90	113.46	
264.30	1.149	-526.02	1035.5	-476.80	1152.1	-268.38	-414.10	-398.83	971.44	1162.8	-176.26	-12.43	43.01	-180.79	76.93	113.48	
264.40	1.148	-526.04	1035.5	-476.80	1152.1	-268.44	-414.08	-398.85	971.46	1162.7	-176.29	-12.43	42.98	-180.80	76.92	113.49	
264.50	1.150	-526.03	1035.5	-476.82	1152.2	-268.48	-414.07	-398.88	971.45	1162.7	-176.32	-12.45	42.95	-180.74	76.92	113.49	
264.60	1.149	-526.01	1035.6	-476.86	1152.1	-268.50	-414.10	-398.96	971.41	1162.8	-176.33	-12.42	42.92	-180.64	76.94	113.50	
264.70	1.149	-525.97	1035.6	-476.91	1152.2	-268.51	-414.15	-398.98	971.33	1162.8	-176.33	-12.37	42.95	-180.65	76.94	113.50	
264.80	1.149	-525.99	1035.6	-476.94	1152.2	-268.53	-414.15	-398.92	971.29	1162.8	-176.35	-12.35	43.01	-180.66	76.92	113.47	
264.90	1.149	-526.07	1035.6	-476.91	1152.2	-268.55	-414.13	-398.91	971.33	1162.8	-176.37	-12.37	43.02	-180.65	76.92	113.45	
265.00	1.149	-526.12	1035.5	-476.86	1152.2	-268.55	-414.13	-398.90	971.42	1162.8	-176.42	-12.41	43.01	-180.66	76.93	113.43	
265.10	1.149	-526.07	1035.5	-476.84	1152.2	-268.53	-414.17	-398.82	971.45	1162.8	-176.45	-12.45	43.05	-180.70	76.92	113.42	
265.20	1.148	-526.02	1035.6	-476.82	1152.2	-268.46	-414.19	-398.79	971.44	1162.9	-176.41	-12.43	43.14	-180.70	76.90	113.42	
265.30	1.148	-526.01	1035.6	-476.80	1152.2	-268.39	-414.18	-398.82	971.42	1162.9	-176.40	-12.41	43.15	-180.71	76.89	113.42	
265.40	1.149	-525.99	1035.6	-476.77	1152.2	-268.35	-414.16	-398.88	971.41	1162.9	-176.42	-12.43	43.08	-180.73	76.93	113.42	
